AAPL,MSFT,IBM,INTC,CSCO,CRM,ORCL,XOM,CVX,JPM,GS,AXP,V,JNJ,PFE,MRK,UNH,KO,PG,WMT,WBA,HD,MCD,NKE,DIS,BA,CAT,MMM,HON,VZ
288861414972.9042,243634878759.3912,181662244861.39758,114337107277.6803,116913921416.77356,14983678331.04539,68999000027.39397,327545542274.8904,208489850554.40054,173123166005.8233,89846082058.09436,51377322432.21373,66609635417.13662,163834606661.64246,136612434079.38908,104764565583.97536,34342433021.367958,152275446263.75983,173708716860.46655,192814305565.06024,30072252378.014633,56391907707.52045,71883748845.6563,32394028480.181595,68947284118.49706,42812350507.65686,34812432449.496346,52105447073.88527,29705196362.930744,97112116146.67783
296366718152.94885,241148894225.24164,182555823233.9504,113692649008.71346,118428100976.86816,15181862731.592003,68540205592.34016,321986024251.59174,204148172268.99554,175932146167.1114,88043070856.75954,52027391397.70192,67461661033.634514,163339629925.03265,136281855688.67616,107111575781.17308,33989094035.870644,150243790586.88736,173215534434.95163,195471863012.9815,30664589959.159023,56243594781.05161,71124229999.1805,32860144878.88258,66830431887.26529,42804419644.54468,34819002746.1631,53387733282.55769,30186243358.694347,96290081691.44116
297729143613.50665,237964904157.62198,181656739560.85928,114772985986.58093,117939184450.96022,15207482676.297054,69051528419.5202,329638374725.1759,204591137305.15573,176025127181.38086,86404883269.13782,53928311797.28073,67931437800.617645,164295176425.19077,136666977554.48053,108038239336.70403,34436256629.23033,151954480052.6176,178627080247.16418,195711969216.8872,31288962139.626663,56735513171.196106,71307728001.5335,31678724674.555496,67068600081.416565,43900092111.4503,34429629588.27963,53547830963.93287,30228097778.449688,97520330741.3722
295844467046.5456,233460400679.46783,182970949812.18085,113569621838.19244,114721186389.53831,15532473228.585274,69514462934.1063,338933416959.93994,206514889053.87265,177884759705.6091,86813960096.2694,53857692813.25986,68402329663.16282,163680705492.08334,133843230026.41212,107437996800.83763,35123997602.88715,149300260964.64374,174684604449.12003,196711193168.12897,31062176126.416695,56892375710.22448,72944705192.71535,31825966290.448883,66402846446.18864,44724399198.34468,34872200245.5481,53648913916.841736,30204348079.428856,98088199584.91463
294477104184.92255,225386824882.45715,184681370229.42755,114784188951.49554,110920756664.17241,15597906844.2654,70603914016.13965,331914330208.1146,205917912755.11066,176843097207.88113,88898450601.53717,55201959085.371925,67086217718.86325,165102693575.56467,140370675416.86932,106244056110.211,35119080046.20539,150301080561.40912,172995209823.21707,200283954803.775,30824213825.7178,56009145184.91949,72353426799.77576,32076701957.758175,65578876812.49353,44657631952.46277,35198984985.056946,52626528114.74524,29996562744.463135,98598552083.12453
298862790926.09296,223418329830.1165,184790804933.01236,114347610962.78621,112679849320.56839,15660857743.88049,69951744223.64749,333730135219.6315,204483910381.63602,177887595618.22946,89304445767.99432,57889411693.08585,66540629905.407486,165389493074.24686,138503743202.9843,104260625084.56459,34882204706.51945,151566300147.55322,175711286866.51447,200371926602.4956,30663715348.671734,55674103281.73491,71228818936.9701,31612509791.74122,64211605602.65513,45518315960.98157,36203633487.486694,51030407476.84544,30094552420.186462,98995154683.47383
300241527529.62396,221323456318.84726,187116917309.86203,115077640518.75345,114928441851.5864,15482820369.670357,68544947904.833916,335185907068.63153,201730870088.77393,180789149286.80432,86153442324.59538,57208263543.41563,65681451329.00509,165247526230.96826,139307027635.55374,105380971152.8396,35212530265.84489,152961298984.10434,175425718428.3962,204577288728.1034,31137677023.092842,55458030529.57414,71256030599.66614,31308986731.66593,64932937771.408615,44265307520.03408,35708071303.518906,49363389563.853004,29953970306.805073,100231715743.08969
299444526749.4689,221789404263.7264,187427134899.57117,113448584183.53346,115304980224.86299,15618022147.03261,68547191405.19089,339383030711.7473,204779089900.84875,182264343887.62646,85123919079.37709,56697389239.70097,67986670435.48194,166572777227.55652,139847710895.25418,103828372746.87349,35151010899.45151,154214003882.88815,175768237183.22775,202484133511.3022,30956347544.141968,56063755610.940094,72398113246.3492,31516129417.98099,65737431350.13613,42937210331.08424,35826774084.63956,50530119198.81969,29869057610.357723,101316032588.23405
302667102472.02625,226764583626.47144,187126301612.6693,115001781106.36484,112981387118.19514,15584753301.547932,68864517024.13673,339734957544.6375,207286236890.60953,180924431294.5372,84369255310.90012,54713628253.21443,67465963764.68455,168303856073.1104,142007237441.25333,101269274164.01306,35738718901.5258,151942832517.75055,175654719849.89862,200394369758.63147,31046786178.741447,56048182136.15154,73506622223.1027,32460271282.077484,66471218426.331635,42233819520.5792,36040130509.010475,52425816625.556694,30100838334.522064,102311741061.7531
293334213256.16095,229442412037.76266,186008114327.44714,113914413553.99106,113361458288.7156,15566580843.981773,68129437529.79281,339446222247.7842,206403613738.25916,182480482415.44705,84652436028.41866,55121824113.341156,68543529179.81809,170050698275.3938,141882012132.66635,97516346518.5674,35957889036.830666,149957262634.46063,175660102329.43048,200563706687.06015,31475820674.94336,56985326753.07461,72254028696.34813,31521450895.950775,67096806416.155945,42260592703.141945,35311324417.78031,52568177202.410545,30303825241.537792,100787913185.63422
288100669530.3292,226845016372.7733,185091218685.42352,115139154776.74812,113188528839.15356,15538559872.397411,69646863780.9936,333032609075.7718,204334134672.07907,183857679932.96317,85903638028.68849,55544814066.46009,70631961124.3711,171168847766.77075,136096369423.71043,98326774050.18571,35595106634.6298,152688220357.81418,179040057895.8698,196230929287.10876,31891676588.456215,57389489629.494446,71927334560.93518,31368668701.744087,69034393032.42818,40456772541.15735,35532415158.84286,53689951575.25903,30260965489.683388,101452154625.71709
289261762421.55035,223736347124.86414,182701719952.62283,116340635450.46004,112483873518.50919,15215877766.60306,69447468533.48439,329398202422.0278,201007010889.95572,183123700858.869,86828565814.82858,55495828676.80811,68889857504.80055,172605359918.98895,139135793301.84097,103256753196.28227,36295822413.85202,150479991633.47928,181956395845.64856,196341892864.4736,31316783928.88804,57409035690.040054,74792689107.16234,31951664806.432354,67839033385.55672,40403013701.95351,35767142248.70883,52218799726.98703,29665575602.446304,101525383886.08232
290734549103.934,215662153817.855,183479974162.8926,118111559999.47098,112559926142.49965,15206643090.21777,69608960969.1079,330908075718.39716,196730210856.55405,179173395257.86746,86183183682.21663,54451673367.81863,70523582115.91858,174320615826.81995,136040465596.21619,103220147122.98207,36804014983.46324,149136479677.75488,184733733196.1455,198963719213.58057,31684591582.447914,57368024404.99572,76637731452.17305,31522020328.648987,71141674111.79086,40536881919.44876,36351891798.96215,52066558440.00542,29854312157.932854,102023272985.01834
286052260150.9961,212455159108.7845,182721156698.44363,119839801852.1476,109807929977.89691,15120754489.818495,70339738973.82034,323668635278.3667,199961996201.98288,174799446913.4302,84895059970.3444,54266292301.37305,72633589927.49846,172922622002.67307,131451048328.40007,100754289746.61018,37181568265.3748,146476267733.8063,188540215902.90817,198496972206.15228,31555830045.836353,57393389160.65458,75329705308.13733,31499118571.148075,69553130543.84825,41550950897.679756,35688199963.77255,52629170593.25754,29513506300.31887,101275299129.50157
284720024711.3937,227874778679.63492,182483089811.71866,118176294818.98253,109632269852.58261,14833196673.24602,69869051902.14697,332654486583.4821,200798246051.50018,177228962620.56027,83704979208.49759,54029215625.06488,72426349572.24538,171383604663.01154,132920238245.75398,102516303190.01361,37328434014.62801,146345999890.5011,191863012432.93127,197313838199.65634,31312842168.986362,58053484284.070915,73654393443.407,30428281041.819424,68494180136.211754,41760631673.43318,36345954637.37749,52196441920.332214,30152490279.64567,101195309370.73465
284872970193.071,224487842131.75104,187201694335.68787,117752767432.20308,107943410547.76964,15274165286.495007,69867021697.7657,335914659308.2668,204983859227.0215,178632464733.84708,84998727344.62842,54090837892.51206,72933262379.16418,171530442909.36572,133218929749.31134,103221727293.04272,36953283927.28813,147505831692.0474,192957226921.50378,198627777142.24625,31460829486.0954,58996364239.648094,75228411739.62245,30277118319.65201,69182209186.89891,42806055673.60267,35722373308.44095,54145531638.54026,29883008132.585754,102093761134.95317
285701029119.4232,225248454965.6029,183397628921.76437,119131032590.09245,106433251062.63449,14989892014.419226,70468413529.70082,344250747277.884,203017089965.95697,181235184319.03485,86025423615.1564,53997838398.4335,74217278878.5436,171353585608.7345,134965555623.6537,101078049414.36246,36161392590.69774,149928723256.2641,194140618283.33795,197709556988.8881,32085998306.697468,59837473087.36081,75841246504.6812,29452634889.260105,69103968799.07623,41944211303.25218,35717935459.17443,53368275730.37295,29486224817.20663,99375358666.18411
287392118028.66626,214833326117.27304,182358860696.92752,120078479279.02391,105961515497.02716,14791044272.724598,70063691661.56903,338177097816.2413,203332660010.51965,177031082792.33246,85834501402.90685,53639278593.94338,73574980891.25142,175362718988.32098,135790951236.91974,102621015095.29605,35736540331.9417,150391809464.0861,192290642862.03864,197247722641.74344,32197025621.76267,59243880662.80746,75170811283.19511,29212194679.543518,68513009549.73482,41978568918.88698,35463187534.81033,54825006092.72786,30416450554.395027,98734764055.081
289728467665.16046,221130146283.0333,181528043876.92337,118059525793.97179,109593461446.71759,14921354309.635622,69985916692.16153,344644939193.2918,205120962532.91733,176335343223.30902,84515382174.53181,53149342725.69078,74628037301.80695,176967442129.77032,135527989798.13673,106694350301.36723,35582540113.82877,152369895128.7582,192273608561.84674,201100090399.40543,32341689582.148815,58996692757.85316,74861391642.62129,29238598046.301468,67669813231.01991,40747037769.75245,35593626418.19916,54358727021.39089,30212685896.665314,98659710922.31512
290655517314.77155,222318089449.66278,185764918758.13687,118980116545.8689,113819899153.02402,14845504274.660704,70277173045.62874,340960870512.3926,203420238996.25912,182723067320.13022,83551178729.39038,50821181340.17628,72970477469.53075,172011406607.9455,133194978794.86855,105147184532.78511,35538551373.44268,148122157625.4927,195666278074.70038,196097395702.5485,32131065481.44649,58546817377.87822,76046232970.01215,29463542286.011505,69287001048.24152,40420982745.668495,35292973130.44198,54783959279.42934,30558719216.90263,99594387981.424
293044028085.04205,224566703877.52975,185339277140.37988,119418794402.72737,117875725301.77377,14810312235.178602,69640818527.06783,337217549729.7643,204244043614.71646,174823304285.3129,83451607583.74841,51918068283.8034,71686429853.49423,172571956897.39478,139288466724.696,106170364669.81454,34322333837.53706,145468270787.2439,193698136303.4606,193889881335.32983,32023686950.112072,58139683188.4689,77692492496.1929,28912808302.842136,69058258680.05814,40575637326.41873,35450730550.727264,54940852729.979485,29692630782.11097,99675525114.507
292676759081.84344,229845217444.2435,186873589747.3798,119537085948.01166,118695826587.05453,15062440193.22985,70234239071.3152,337506701547.5746,209512729260.15884,172454624527.17422,82029508905.3883,52056133726.718254,70701286984.88194,166878991102.48822,137559344727.41562,107161716016.65782,34302531048.824776,144229751806.8748,192874817417.08646,193876256094.95758,32161542377.715244,57561185767.02648,78831864247.32042,28403627504.753403,68462387656.56264,41899857968.43245,34852536059.771774,54341126479.97894,29287169698.83623,98752785280.92162
293940890919.95764,234178368818.86285,186423104946.38248,118673876406.5956,116581988412.12102,14929700556.317287,68665716424.80659,340213397473.25507,211108781910.19315,172109551199.562,82737947104.96619,53131163771.87288,70406005210.24588,170418312527.8658,134905642846.0446,106628011317.2206,34083440049.151924,145800347050.0361,186861356173.92743,196795168216.0538,32231733197.024193,58354338650.26896,78504575186.3135,28211577067.990803,69380471338.20828,42644065811.133675,34463877944.969734,52545589059.03819,28716564663.212826,99081992542.59618
303027949495.731,227996825249.58997,185341269417.0011,117822305858.09306,120353826668.01639,15341484670.797613,68743844155.92136,343647398893.02826,212769526951.41382,167922794102.3239,83747547727.55498,52139635569.10237,69773022586.46074,173275948841.4554,135451318549.19969,109194419891.2615,34759302543.089584,142656296477.1756,178811146322.2983,198968029009.0162,32549579186.193604,58268254617.240036,78865977155.74365,28772645352.070606,70549374145.08707,42241122185.36892,34993431057.50442,52360136424.99766,28863444742.121403,99335881568.9665
297987099123.7664,225026582471.43942,190714922777.04016,116107381897.5033,121119981381.24352,15433160362.729347,68450305680.011536,345675503772.7686,212885104450.08783,165317398657.62003,84515925821.08372,51721839345.43942,71663968044.39516,174362715146.77792,133819291065.8826,110024033458.21184,34294175463.34527,143554999581.4251,177939706143.5789,196541992351.85815,32043778047.37235,59416026050.46276,78739762210.1232,28632021829.376457,69731876990.55772,42503458924.639145,34642298970.52704,51523097867.94673,28913877873.68885,99319339644.002
295785425610.9491,221501637919.13962,189043465659.618,115213985276.06836,119975772263.62224,15463107617.640354,69935044714.8894,351169924934.1862,217263661108.7289,163814550990.82355,86712569022.0276,52142595592.46127,72496729776.82468,175464841895.91467,133247883281.62532,111628045966.82077,34569196479.65962,140552623074.67368,177470788384.25333,198080421282.97452,32008662644.106644,59388197825.24273,77308568009.55972,28858230278.547104,69621756664.94061,42189556823.78636,34294046640.205578,52487321833.17209,29088111204.861397,99622074743.92
307656729996.8834,224842283820.412,191615742538.15643,115605134373.05801,119351739538.91394,15242933104.470573,69806266104.7318,334410935310.2494,216928940846.25247,165055507907.35757,86356893058.50705,52214899152.414894,70282881415.6135,178724078458.81857,132720513461.35385,109397322085.37213,34868084238.55487,141274429179.694,176291808297.22748,196537245677.1108,31865265951.731323,59866938276.6191,77837311196.27461,28925481562.3456,70745868537.4037,42086756658.11266,34543006235.04876,52748770641.385735,29336717648.21063,99158650426.46405
300568233340.4647,230212857098.6696,194870066620.65454,113720894466.45525,119726909958.64337,15148789876.265657,70191573722.25851,334657154613.3058,224874295942.55182,164424518989.81622,88324034946.21695,54115215467.77585,70599252726.48497,178584099260.355,133384585844.7554,109445369278.9382,35456517555.01777,140132880692.8585,175850091843.66592,195500391206.7868,31065297439.33684,60041581991.33514,79250771473.94629,28675918579.15569,72059722268.53946,40660284715.33592,34582070240.46397,52752487526.9428,29407346392.22678,99300573634.86336
300088863771.7864,228864527857.09167,193645150745.15002,115978812129.52112,118639030439.87195,15552083346.550697,69357130912.12415,334869484085.05585,224856192206.82333,163879147175.52838,90020984537.3158,54797207623.07066,69938544960.71216,181689648650.94205,131023406371.1734,108222520606.04463,35731245340.88858,142188372464.17078,177022771895.76434,194873754187.1425,30888534148.82719,60365564563.540375,79326585004.217,28317158844.094578,70690525645.66666,41825824691.43987,34223767843.230797,53114798489.20431,29899660023.68488,99940523418.3584
295711406477.72186,224408490433.4846,197750800076.36423,114169631383.15092,117645323713.46614,15591504821.666397,68905136769.6655,336851630764.3622,219068137851.37366,163625161328.5278,90685074544.25446,55602767847.870155,68854731386.36652,178768321893.04678,132082860745.07033,105463345851.8974,36369746892.05768,142975352321.9795,174865532945.4824,192238907033.32504,30582201360.12221,59095334897.35575,79790447447.82086,28016155485.30499,71162200387.06712,42160057578.15741,34782100473.602325,53445573182.335335,30298876785.982365,101484709816.06152
297358865326.0439,226820919618.20062,195080416609.73422,112577267714.62311,120073428345.77332,15671259173.07893,69186394164.00723,332600457809.4202,222198744763.75955,163365382601.87723,89264272527.97179,54956792575.84477,70596331201.62605,175820924454.57526,130519527304.67534,111745945686.91101,36803373278.43283,142043179555.73917,171650583746.90585,188430197991.76837,30569774710.544678,59234388928.461914,81835263520.65407,27180372937.130573,69322815598.69196,41931728236.86241,36303121552.01038,54337191451.24478,30423950016.31012,100038691595.05917
285396097774.30774,227737980644.84903,193810892960.68146,112261852719.33435,119307324117.07425,15490371927.613506,68157356031.21453,338975495052.6874,218184287963.24774,162997136255.7555,88963197244.8168,55770551706.81491,69112513997.23204,178066926186.40256,129516738483.8093,111260730153.75777,37590508439.99479,140718817550.31497,174365152403.50656,190644750983.94934,30640128812.806843,58879343375.43991,84788991228.46255,27334357333.278618,69598910828.86438,41535458358.635284,36328182553.437454,55273034700.99387,30317197639.33022,97709192044.24551
288886681938.59875,223020385324.65277,194855548938.8224,112405966201.10071,121049359566.57297,15283106326.03708,67542944228.35768,335930018019.5213,212833383751.55542,166772462814.67892,86519876324.3949,56989558509.01049,69382733367.85393,177356838826.57507,131007687656.3985,111857690827.49823,37226776867.577965,141843076012.50995,177059745805.02808,188544093148.8239,30723477263.987087,57112492617.01524,80903949281.92146,27768801575.016136,69054603360.1265,40743658474.12332,36234471786.169334,54907094247.142166,29967750898.257427,96060148775.34651
278537705023.1703,227548343671.4766,192710395881.95532,114119964237.72978,120118571838.24092,15328273706.800058,67280387254.639565,335114551960.1714,212103648840.0704,165738304104.01468,84784033890.73964,57781144167.21835,71147592964.63159,181158675206.1515,130067914212.35072,110077542514.30713,36796933299.73787,142034064519.19586,177137978229.08014,186472406861.78183,30123391467.33634,56978179404.01901,74866424948.46597,27855173895.793514,67865848665.54003,41315082780.13459,36759843582.221344,55917225068.4216,29856419199.02542,95060618233.6427
275237003059.6609,229692896453.69455,187450278417.24902,116475596441.03055,119437060876.07768,15397914891.30035,65780024111.98793,329259007635.8698,206119400076.8993,169179639891.11734,84547055808.77385,58301804593.34767,70834804738.79587,181896715117.76016,129756829339.5287,109576892232.89973,36639218362.60773,143312500893.7496,178790761785.81296,192637879953.9893,30728240548.989006,55843845598.37688,74590339317.473,27784330745.538754,69574962357.99529,40977692610.70372,36929677698.55548,53669615836.58975,29351998824.19514,97522051188.70293
276719060606.9773,225251531415.4646,187501316000.67966,114671678413.35715,118889615490.27744,15102608550.58624,65130080256.46251,326480696634.5355,208439088663.4357,170796552091.87656,85347287895.29033,58079669821.99355,71542894942.95998,179269804485.44528,128426579741.20667,110439244789.68541,36386235550.8622,143740178415.1356,178421932305.4935,195276189545.567,31175722257.12909,55422419272.21927,71965690468.54085,27563388523.52409,68420750779.81444,41583797432.48935,37347376325.830696,52803054919.861496,29133843506.616764,96074557432.01767
278613264039.2034,225821654854.8419,188964162777.03998,115537685795.27275,120035843021.66335,14812509365.342344,64646588642.30201,330911006643.0758,206352684974.4597,165836732500.14133,86334640441.861,57207978044.174995,72540399526.73863,178901928138.75534,128361851449.9351,113369320517.49808,35603084484.39061,146905098244.84848,176516576036.827,195390215526.48,31178202484.818928,55140452085.931175,70986179520.52165,27526074070.477623,67197643486.812096,43087146933.338974,36930458592.18621,53944943395.62151,29518832766.25282,96683393421.27509
279040444434.0431,227550874322.5237,189800272526.31287,115709147072.55861,117055817934.64989,14494053250.34286,65754549623.36222,316567153510.91785,206315966052.75305,165453855793.92972,86432840834.46342,55732968858.28453,72533492993.3824,179105555896.28836,136203461059.75528,113434386047.72224,36250654164.96229,144242877895.88165,180096646066.39218,195639389324.98175,31219165597.0036,55263228747.57655,73526865755.3798,27803572645.526882,66352654436.274574,42382757510.72918,37277891963.79236,54405929901.41412,29029174882.50962,97432288083.77196
274429445413.48044,230441365316.86816,187004780208.00284,115234886535.77132,116172535515.1838,14780706350.063143,66012096215.293495,322947911520.8978,213282267726.27704,165929534335.88522,88291938162.63876,54866785521.75339,73742064500.14133,176834377338.2271,136467740577.46472,114410095065.69527,36529046242.90545,142178324545.1414,177329476551.79645,196731008474.51852,31015810366.093796,54488368650.86636,73470521309.86502,27883241689.98073,66758130697.73716,42675192631.44231,37401450697.99977,53729309939.30979,28942407724.06847,98597885391.55199
272977969264.577,229004590548.33432,182614846357.24197,115206166013.77103,116960145934.59894,14438681800.165237,65168577454.56211,315552054489.81506,214506849933.00534,160465396392.14658,87976354132.2947,55634005586.590096,73433298756.90712,175607433297.46936,137713416797.7805,116472790973.8181,36366782063.60696,138411989144.92316,181293295197.25708,197292474804.43085,30950410867.897453,53466445599.42538,73099673009.33206,27576695625.170418,65421966547.5396,42395315817.135124,36932503073.9452,53364423887.21767,29240862531.551773,98987232687.65782
271886934392.92593,226491814881.6054,181225249007.13287,114815752404.00854,118152573856.6354,14285182423.782316,66241385630.66967,318664546668.3803,206225254626.24457,161265295251.94907,89182392986.2016,56001018233.01962,72317599260.7296,175365674614.7556,138425293273.41528,117824105309.85223,35521815887.18162,137930969737.85535,186764057464.74496,196988044474.91357,31475033955.993427,55097724941.30984,72483813897.28728,27126279627.652565,65344888501.228806,43158322726.18033,37505476557.58838,55490587764.96069,29270756934.775433,99617966206.0368
269769643252.8084,214743300586.62302,180979820601.57416,112949195826.54497,119412454730.7794,13998862242.810036,65641471575.90136,320086729407.08813,206757556015.15906,161637864034.18997,91461828956.50659,57688734894.60145,70915038607.33289,179122893581.8021,143528705605.27924,117016517490.19708,35498610116.47045,138492752930.5413,184261414903.15997,195383679101.21448,31898506767.245026,55342180201.97349,71833175477.91472,26835322613.3571,64678452664.52827,42823245469.36799,37864755529.199326,54656527505.26519,29614069588.900013,99900246614.69064
272198996093.17896,220835474474.9717,182972402279.68314,110797205964.26195,117404385865.02452,14012299969.562288,65891341731.46721,326986021987.8458,206493950612.62613,167132401781.06726,90092598252.34601,56870135058.5636,70114580217.80269,176852875593.1542,146772279724.65228,110090660003.2923,35196766361.21527,141237569194.2464,183025095751.92444,197467703000.31067,32642788921.402336,55390321741.8612,73679354788.85402,28185324216.382076,65455996705.282486,42604606631.58128,38198618265.23738,55765705951.23095,29628452085.23101,99410961108.56538
282768304400.4273,220529885451.6969,185789541106.1191,111441612334.87003,120875049302.88977,13922723704.43995,65235689622.217804,331076338821.9644,203174772209.32773,167715148914.58487,91899291054.57637,54671320286.851265,70287618328.5343,179610960811.01013,146359532887.41754,107977103003.04,35040000299.207344,140175654118.12186,183127493268.76633,196408202688.1423,32283028507.28492,55646088855.731636,76090256159.59044,28470431430.35699,67359455702.43358,43754028959.063416,37632808192.14659,55983717997.107864,29512454914.85123,97842119691.12431
285876237191.0054,216467089936.3498,186701911903.62292,109153397323.94603,121148237637.68283,13719364757.955196,65742652631.30593,328532912375.12714,201728252470.0396,171341934943.46277,91017263187.71735,54776423372.25094,69668340217.52438,180552500612.50845,149105843592.06955,109806075125.31761,34790561602.845375,142987723918.17645,179900394423.92233,194346667751.56155,32093877325.65503,56205382300.95527,74339342752.02489,29032977153.43741,67472033242.52703,43139759884.60638,38086906583.56935,55174296927.651276,30314547876.110386,97782183895.41933
287721394108.6854,225034838956.5524,186780825715.1387,111330182472.76735,117392025733.0633,13717262953.52039,66020924141.8424,333743175366.2012,203552821731.7027,173452432761.69086,92093464367.96481,55287732158.24822,66575356265.525085,183751034935.88983,146035850429.14148,110433501361.58182,34886385021.3643,143513003832.22635,176261776149.1612,189762591495.08063,31572304271.708454,56619760185.3148,72312425499.2946,28644419829.924698,68177673838.49005,42062477079.81654,37551993029.3353,55239747304.035385,30403703998.683968,96781360124.19807
289417637715.40204,227878706899.41708,183129684369.4567,111892728245.47533,116212694540.64557,13810860585.390848,66525372707.601776,332157898759.15924,205674120325.45285,175833559561.36877,92895806190.67844,55703004294.09642,67799978074.64137,184187947700.2482,140705381086.17947,108604906642.02737,34780565649.936295,143757182255.5727,177607240661.49866,187975069436.3763,32242577261.230927,56502322778.22952,72484210414.91592,28385257643.12558,67051329821.60979,41812134913.17244,37386392040.423775,55139823628.502075,30961194841.789177,96822759276.9241
289762966965.91095,232705633986.1104,182530963818.9855,112955897591.26814,114094609472.01799,13670695257.697962,66551604024.97402,330367718317.22144,203278651010.223,175959257492.9115,92661795340.41466,54847669477.61808,66949350935.50121,184174112389.45706,137663713422.4694,107318354423.38748,35058933556.630875,144115450542.19012,176167678314.83377,186100143636.43393,31703046314.487984,56370909824.13932,75543443380.53548,28774102763.27497,65585712590.33104,42262200619.256226,36775520683.593765,55119765806.560425,30705689718.918354,99163461465.89578
284257633288.64264,234828902694.3672,180687598442.9756,114302552376.22122,114927122541.63908,13954773144.162186,67020200020.961555,326253978560.88275,210510706712.58817,177440131032.78625,91361165412.02888,55068689302.78219,67591674163.15832,185095719153.07172,139070088355.7463,109479383600.27469,35498081269.90737,142877275170.96432,183164305140.9389,190439303597.69287,31900042819.9528,56336257691.99281,75644768645.4817,28683658121.624493,65612258962.74459,40296468320.80851,37512274643.675514,56199396748.321976,30081553823.956448,100196233063.20926
285220469245.1268,234216292476.54575,181901124330.96924,111529951361.84015,115183073013.21114,14035808821.508331,66982836227.0423,318941297654.56757,211119708338.60925,180455052908.1046,91477892567.20192,54794629175.91369,70797722072.16103,182137857930.39105,141196267391.8165,110008834459.57773,36513496530.97864,144047629038.40063,184998314141.3645,191492386329.83276,31364253469.999153,55802749917.96765,75243175298.52332,29261382879.047516,66161592109.61868,40092275700.465965,38131558986.24483,54241521341.08762,29630056806.412113,97429352203.52116
292748110994.0029,234155457766.4927,184246372480.648,111578278224.45091,117291180672.30193,14079310615.626766,67190793510.389755,320310386475.65106,211419927077.05728,185359092572.2292,88760020402.11653,54717722644.02548,70707253040.16273,181785487334.23688,139890729486.9309,108825690251.05148,37247643378.026794,144281267137.004,192972362319.03207,192556441835.66547,31158387534.69067,56064860430.3365,75428354064.51257,30022275290.75658,64960504319.144135,38651399892.9632,38127976143.53053,55029083083.99668,29740742919.26624,98295150717.67409
296233783695.85596,226961660581.4262,184754805588.27002,113910027696.14908,117776063876.45062,13920775039.667091,66822552342.19309,323079455821.8563,215550089249.4957,177803286522.08893,88951805850.54395,53691028490.9574,71031643445.28926,182776675415.59518,139128808246.05588,110260418762.88966,37742421511.18302,144309772172.92865,187480024779.00092,195547910211.54602,31388906870.732815,56317778895.578606,74410336475.70197,30564346952.94611,67720562701.622444,38613609075.37138,37967204288.87907,54022953446.13878,29504706895.002605,97227259785.86029
297292603305.1144,225991114498.78702,185462184508.8091,112561265069.36978,117618073870.50668,13830735522.911522,66864209932.558365,314622112054.267,215085079818.16818,176350913099.54053,88897717879.82207,51960205742.99443,71533019246.86243,181515274882.5526,139688381618.30392,106167006376.67232,36903468462.033875,143891802178.82733,191752800809.03226,196428542189.4268,31342691216.637547,55743665763.78805,72842137837.57526,30688051351.181778,68764573109.42111,38834131437.86685,38766176836.85923,53436051311.02376,29584804607.202354,95563093362.90857
298703704477.0337,234050198619.01312,182517416732.4807,114088362696.64612,120421570035.88104,13789260163.04608,67111311425.71988,322680254663.1026,214841105482.97974,178385375219.58978,86210682515.49388,52745168268.42022,71824337982.2294,177788773009.44937,136895279079.60587,107661147299.65282,36630847065.37763,146361555175.41702,192127827058.86108,196215568673.39948,31186890954.870815,55861006059.467735,74119692903.97156,30944070480.627888,68326236760.47177,39834766160.7185,38905628705.51728,53852758603.232506,29631970193.168316,96333884418.07626
288338462358.70636,235652977271.11603,186517423068.26132,114534313180.49942,120598412420.9475,13765083160.237316,67361127042.237076,321554905972.39233,217483931839.33624,174964269532.63348,85489381581.24432,52227655954.548386,73854115386.1102,177086939638.17908,135472172339.48907,103328879750.3175,36047532254.03392,147603543040.03918,193219310643.3441,194431953904.04218,30880681056.05521,56819812737.75618,78118807960.69289,31529146613.207127,70432000679.03929,41232554616.55494,39973737433.95774,53632094271.881454,29349535743.04571,98496647554.61511
283615914416.0477,230570374378.07068,183596967073.02112,114369985332.542,116874621033.57535,13602774117.133345,66748739115.05409,315447107813.79834,219306993614.53137,174555538197.4675,86159616720.55035,52875712299.34716,73015132611.8601,179268889682.11963,136906378618.08026,103031553572.54286,35096912087.343414,148771442342.52267,187908520264.22208,195040687413.6217,30848986918.067116,55968345671.63013,78366863294.97778,31541949244.393818,70699439945.83112,41297464823.74878,39232454218.98737,54236184866.55199,29149753461.262833,97428410179.4989
288094923558.91644,235798515906.98077,184953729388.86932,114082977768.25545,113531312161.42496,13926057109.608984,65169384693.59182,318604740248.4781,223881382177.9314,174624938438.76184,86437181170.56512,53410917355.61754,72768667765.87566,184694667276.9059,134712371095.96083,101426915112.56001,34913190217.87143,152294222960.0797,185367372755.659,195717918317.62985,31192146932.331253,56334689644.165436,79760263219.53558,32249303633.82471,71098068225.53065,40871641848.30304,39032083234.36987,53967462493.48509,30029225696.117607,97006606493.7143
