txn_id,account_id,merchant_id,txn_date,amount,description
T0000247,A00052,M031,2024-04-11,"3,981.96",  PAYROLL DEP 331444  
T0002576,A00031,M019,28-Sep-2024,(141.63),PURCHASE 413820
T0001161,A00014,M029,2024-05-03,$-371.40,PURCHASE 491956
T0000044,A00091,M027,03/10/25,$(98.77),PURCHASE 133782
T0000826,A00010,M004,06/19/24,$-286.73,PURCHASE 667092
T0002091,A00026,M025,10-Jul-2024,-419.87,PURCHASE 349448
T0000148,A00016,M010,2025-01-15,(196.39),PURCHASE 595158
T0001824,A00080,M030,2025-02-24,-236.75,PURCHASE 718636
T0000467,A00062,M027,2024-12-14,-142.11,  PURCHASE 755725  
T0001676,A00046,M027,2024-06-03,-370.67,PURCHASE 175868
T0001698,A00045,M011,15-Jan-2024,-233.41,PURCHASE 905469
T0001661,A00059,M008,06/10/2024,-366.76,PURCHASE 920779
T0003070,A00033,M017,09-Jan-2025,(186.77),PURCHASE 889238
T0001630,A00066,M017,09/30/24, -124.73 ,PURCHASE 343167
T0002597,A00014,M021,05/06/25,-381.54,PURCHASE 269983
T0003075,A00016,M012,08-Apr-2025,-355.38,PURCHASE 219299
T0001659,A00051,M019,25-Feb-2024,-399.47,PURCHASE 960822
T0002332,A00021,M026,19-Jan-2025,$(67.58),PURCHASE 944386
T0000882,A00002,M014,06/29/2025,-69.00,PURCHASE 218867
T0001579,A00090,M004,2024-12-04,-233.90,PURCHASE 582351
T0000032,A00082,M021,10/21/2024,$-27.67,PURCHASE 139110
T0002356,A00036,M015,25-Jun-2025,$-378.38,PURCHASE 748161
T0000793,A00022,M021,06/10/2025,$-127.95,PURCHASE 561419
T0000080,A00009,M031,02/24/24,-7.00,PURCHASE 817956
T0000649,A00057,M031,22-Apr-2024,"$1,859.13",PAYROLL DEP 912915
T0002144,A00085,M011,2025-01-12,$-374.43,  PURCHASE 623979  
T0000934,A00046,M001,26-May-2025,-109.66,PURCHASE 715644
T0001052,A00066,M031,02/03/2025,$-315.87,PURCHASE 808576
T0002732,A00009,M017,10-Feb-2024,(42.52),  PURCHASE 564234  
T0002291,A00066,M029,04/01/24,-203.66,PURCHASE 584221
T0002099,A00054,M014,2024-05-25,(374.04),PURCHASE 492717
T0002743,A00037,M029,2024-07-09,-93.73,PURCHASE 436168
T0000445,A00078,M001,11/06/24,$-332.93,  PURCHASE 326053  
T0002677,A00072,M002,02/18/2025,-217.99,PURCHASE 194691
T0002811,A00014,M014,07/22/2024,-143.10,PURCHASE 691524
T0000389,A00006,M014,11/03/2024,$(135.88),PURCHASE 777424
T0000713,A00054,M009,08/13/2024,(199.04),  PURCHASE 193020  
T0001640,A00084,M009,07-Feb-2025,(75.51),PURCHASE 832900
T0000060,A00049,M030,05/01/2025, -34.00 ,PURCHASE 429761
T0000154,A00058,M019,2024-08-04,-213.43,PURCHASE 908713
T0000424,A00006,M016,,$-11.18,PURCHASE 450067
T0001403,A00054,M031,08-Aug-2024," 1,840.80 ",PAYROLL DEP 916878
T0000563,A00065,M008,01/14/24, -24.70 ,PURCHASE 395932
T0002155,A00005,M020,2024-12-14,(240.71),PURCHASE 759757
T0000083,A00027,M004,03/30/2024,-326.44,PURCHASE 763508
T0003066,A00037,M004,2025-01-14,-90.87,PURCHASE 314729
T0001833,A00045,M029,05/10/25,$-81.47,PURCHASE 316211
T0000151,A00090,,03/15/2025,-202.08,  PURCHASE 893612  
T0002751,A00011,,2024-04-09,$-28.65,PURCHASE 281840
T0002744,A00030,M007,11/26/24,-243.45,PURCHASE 392818
T0000543,A00056,M009,2024-06-14,-358.05,PURCHASE 543601
T0000116,A00063,M009,05/29/2025,-77.98,PURCHASE 594596
T0002074,A00026,M030,04/19/2024,-140.45,PURCHASE 566953
T0000849,A00077,M016,29-Jan-2024,(182.66),PURCHASE 831073
T0001461,A00059,M016,09/26/2024, -224.66 ,PURCHASE 433499
T0002927,A00083,M030,04/05/25,-308.97,  PURCHASE 442868  
T0001827,A00070,M006,09/05/2024,-253.77,PURCHASE 541553
T0001231,A00047,M031,2024-12-13,"2,760.57",PAYROLL DEP 586220
T0003008,A00055,M014,07-Feb-2024, (34.47) ,PURCHASE 211547
T0002953,A00048,M027,19-Sep-2024,-374.53,PURCHASE 424655
T0002239,A00042,M020,05/05/2024,(95.41),PURCHASE 101331
T0000355,A00089,M005,05/05/2025,(285.73),PURCHASE 442220
T0001168,A00018,M031,05/08/24,"$5,090.05",  PAYROLL DEP 339025  
T0000601,A00005,M005,09-Apr-2024,-322.55,PURCHASE 576900
T0001650,A00028,M031,2024-03-27,-30.07,PURCHASE 115500
T0002278,A00019,M013,06/21/25,-234.68,PURCHASE 331924
T0002936,A00004,M019,12-Jul-2024,(342.27),PURCHASE 813006
T0003022,A00010,M022,24-Sep-2024,$-414.98,PURCHASE 400754
T0002986,A00062,M001,02/17/24,-120.26,  PURCHASE 895765  
T0003099,A00023,M012,03-Jan-2024,$-46.85,  PURCHASE 217536  
T0000348,A00078,M029,03/08/2024,$-193.93,PURCHASE 389346
T0000900,A00014,M028,2024-11-06,-232.07,PURCHASE 267584
T0001782,A00020,,2024-10-02,$-308.58,PURCHASE 895331
T0002155,A00005,M020,2024-12-14,(240.71),PURCHASE 759757
T0002738,A00006,M028,21-Dec-2024,(82.29),PURCHASE 687202
T0002549,A00074,M015,2024-04-10, -205.64 ,PURCHASE 823791
T0002170,A00027,M016,02/29/2024,(192.23),  PURCHASE 178896  
T0001693,A00039,M021,29-May-2024,-224.27,PURCHASE 834222
T0001824,A00080,M030,2025-02-24,-236.75,PURCHASE 718636
T0001197,A00049,M011,2024-03-03,$-203.68,PURCHASE 366121
T0000525,A00071,M024,02/16/24,-138.74,PURCHASE 548702
T0003166,A00081,M008,2025-01-25,-190.16,PURCHASE 727394
T0000053,A00067,M031,05/29/24,"$3,681.26",PAYROLL DEP 697467
T0000041,A00043,,2024-11-11,$-109.11,PURCHASE 667451
T0001338,A00084,M017,2024-10-11,$-43.26,PURCHASE 552975
T0001201,A00066,M004,07-May-2025,-7.67,PURCHASE 859699
T0001468,A00070,M029,30-Apr-2025,$-196.23,  PURCHASE 128962  
T0002526,A00014,M015,2024-01-08,-265.40,PURCHASE 264847
T0001974,A00060,M030,02/26/24,-322.84,  PURCHASE 490555  
T0001043,A00066,M012,01/27/2024,-133.46,PURCHASE 267011
T0001682,A00036,M016,02/08/2024,-128.79,  PURCHASE 277544  
T0000231,A00068,M011,12/31/24,-363.39,PURCHASE 831510
T0000215,A00031,M004,28-Jun-2024,$-235.95,PURCHASE 664032
T0000264,A00068,M030,2024-10-04,(278.26),PURCHASE 499194
T0003009,A00024,M031,11/26/24,$(132.68),PURCHASE 995705
T0002934,A00073,M001,15-Oct-2024,-40.65,PURCHASE 776186
T0001242,A00063,M019,07/09/2024,-310.31,PURCHASE 539437
T0002663,A00027,M014,2024-03-17, -122.62 ,PURCHASE 987536
T0000762,A00071,M014,04/24/24,$-224.72,PURCHASE 718820
T0003192,A00066,M025,06/19/25,(333.88),PURCHASE 265009
T0001896,A00011,M019,10/23/2024, -299.61 ,PURCHASE 422568
T0001073,A00052,M025,2024-04-20,-339.55,PURCHASE 157433
T0002229,A00025,M017,2024-07-21,$-152.04,PURCHASE 925116
T0003087,A00010,M025,2024-04-26,$-10.07,PURCHASE 678191
T0002200,A00077,M028,06/12/25,$-274.69,PURCHASE 406595
T0000277,A00034,M021,09/13/24,$-381.29,PURCHASE 480573
T0000224,A00005,M028,05/17/2024,-265.98,  PURCHASE 150026  
T0001768,A00028,M019,09/04/24,-226.29,PURCHASE 732565
T0002829,A00078,M022,09/20/24,$(352.98),PURCHASE 146700
T0002051,A00090,M007,09/01/2024,-135.13,PURCHASE 977239
T0002324,A00050,M026,03/04/25, -222.32 ,PURCHASE 638236
T0002444,A00038,M009,03/04/25,-65.11,PURCHASE 829498
T0002434,A00078,M016,03/06/2024, -196.79 ,  PURCHASE 334048  
T0002127,A00016,M006,2024-10-30,-346.04,PURCHASE 853151
T0003038,A00063,M011,19-Jan-2025,-407.10,  PURCHASE 801635  
T0001850,A00060,M014,05/06/25,$-183.20,PURCHASE 120974
T0001805,A00074,M003,2024-05-15,$(23.21),  PURCHASE 425587  
T0001803,A00051,M029,2024-11-13,-26.06,PURCHASE 916957
T0001350,A00047,M010,02/25/25,-29.24,PURCHASE 724205
T0002040,A00005,M007,06/04/2024,-333.59,PURCHASE 793375
T0002796,A00040,M006,2024-08-14,-342.43,PURCHASE 400577
T0000477,A00043,M026,05/20/24,-372.05,PURCHASE 279683
T0001285,A00074,M004,03/09/2024,-224.67,PURCHASE 609153
T0000848,A00075,M031,24-Jun-2024,"3,324.79",PAYROLL DEP 471628
T0001037,A00090,M026,06/25/24,-188.60,PURCHASE 305803
T0001794,A00037,M007,2024-06-26,-119.93,PURCHASE 626470
T0000578,A00041,M029,20-Mar-2025,-202.75,  PURCHASE 864915  
T0000595,A00050,M021,03-May-2025,(171.93),  PURCHASE 209471  
T0001933,A00031,M017,03/10/2024, -363.28 ,  PURCHASE 234660  
T0001909,A00027,M029,09/07/2024,-166.86,PURCHASE 522471
T0001283,A00015,M012,09/16/2024,$-236.61,PURCHASE 762003
T0002961,A00045,M001,2024-03-26,(335.15),  PURCHASE 216268  
T0003073,A00039,M025,05/03/25,-161.35,  PURCHASE 347851  
T0002078,A00052,,2025-04-04,-231.62,  PURCHASE 362263  
T0000127,A00012,M014,17-Jun-2024,$-68.51,PURCHASE 865433
T0000950,A00034,M018,16-May-2025,$-218.59,PURCHASE 638462
T0001125,A00048,M008,03/18/2024,-233.66,PURCHASE 927695
T0000898,A00045,M015,04/19/2025, -191.56 ,PURCHASE 432108
T0002828,A00008,M009,13-Jan-2025,-121.40,PURCHASE 534202
T0000910,A00048,M011,2025-05-03,(349.86),PURCHASE 742863
T0001852,A00073,M001,11/27/2024,-272.26,PURCHASE 459824
T0000565,A00065,M028,07/04/2024, $-249.53 ,  PURCHASE 253311  
T0000823,A00045,M011,04/08/24, -321.28 ,PURCHASE 199178
T0001934,A00066,M006,19-Jun-2024,(338.73),PURCHASE 253875
T0001762,A00044,M029,2024-11-06,$-293.82,  PURCHASE 177227  
T0001511,A00015,M031,15-Aug-2024,$-381.02,PURCHASE 888992
T0001796,A00081,M025,15-May-2024,(157.74),PURCHASE 719152
T0002221,A00043,M026,03/06/25,$-154.29,PURCHASE 555503
T0002806,A00065,M016,05/27/25, -140.33 ,  PURCHASE 510918  
T0000382,A00066,M014,2024-12-15,-146.92,PURCHASE 721314
T0002705,A00084,M009,03/15/25,-374.30,PURCHASE 627286
T0002232,A00011,M031,29-Nov-2024,-241.77,PURCHASE 563997
T0001489,A00069,M023,03/03/2024, -47.16 ,  PURCHASE 320079  
T0000494,A00011,M027,2024-10-31,-340.76,PURCHASE 791095
T0002285,A00028,M024,12/24/2024,-413.69,PURCHASE 752911
T0001510,A00024,M002,01/17/24,$-245.51,PURCHASE 987546
T0001268,A00028,M029,07/19/24,(68.64),PURCHASE 948920
T0002265,A00022,M010,2024-06-03,-21.82,PURCHASE 327552
T0002769,A00084,M009,05/24/2025,-200.89,PURCHASE 278549
T0000507,A00016,M021,17-May-2024,-331.17,PURCHASE 340134
T0001093,A00030,M013,01/08/25,$-228.44,PURCHASE 266951
T0003163,A00080,M001,02/04/2025, -219.57 ,PURCHASE 228138
T0002703,A00071,M011,02-Feb-2025,-242.76,  PURCHASE 310313  
T0002991,A00045,M022,04/16/25,(75.50),PURCHASE 114440
T0002846,A00001,M018,06/30/25,-41.76,PURCHASE 564020
T0003031,A00018,M012,05/20/2025,$(271.04),PURCHASE 911663
T0001247,A00076,M025,08/30/24,-340.06,PURCHASE 633222
T0000089,A00014,M031,27-Mar-2025,-181.39,PURCHASE 387330
T0000246,A00005,M011,06/06/2024, (173.89) ,  PURCHASE 287316  
T0003092,A00072,M027,01/08/24,-376.65,PURCHASE 128544
T0000390,A00089,M008,06/02/2024,-335.37,  PURCHASE 311802  
T0002226,A00007,M013,04/23/2025,$-283.01,PURCHASE 583607
T0002723,A00011,M014,2025-03-18,-172.28,PURCHASE 264387
T0001725,A00085,M023,03-Apr-2025, -208.24 ,PURCHASE 915400
T0002756,A00065,M016,11/14/2024,-26.34,PURCHASE 651786
T0000306,A00071,M028,03/03/2025,$(282.42),  PURCHASE 557949  
T0001987,A00030,M017,12-Jan-2024,$-113.88,PURCHASE 872760
T0002307,A00050,M016,05/02/25,-87.31,PURCHASE 325404
T0002214,A00041,M024,2025-04-27,(294.47),PURCHASE 363175
T0002710,A00073,M014,07-Aug-2024,-87.74,PURCHASE 229244
T0001705,A00070,M007,01-Sep-2024,-95.42,PURCHASE 333036
T0002389,A00022,M025,05/21/2025,$-355.38,PURCHASE 416470
T0003180,A00086,M022,2025-03-22,-24.60,PURCHASE 634915
T0002160,A00035,M031,19-Oct-2024,"4,187.58",  PAYROLL DEP 924167  
T0001425,A00040,M005,04/03/24,-386.91,  PURCHASE 256543  
T0000121,A00076,M006,05-Nov-2024,-308.39,PURCHASE 689275
T0001779,A00090,M027,06/12/24,$-209.22,PURCHASE 795201
T0000612,A00028,M031,2024-04-09,"4,335.41",PAYROLL DEP 319952
T0000452,A00011,M004,02/29/2024,-136.46,PURCHASE 312398
T0000605,A00067,M022,02/01/25,-41.99,PURCHASE 867324
T0000138,A00084,M028,2025-05-11,$-158.92,PURCHASE 918430
T0001299,A00036,M030,11/17/24,-221.72,PURCHASE 395376
T0001884,A00093,M002,09/30/24,-176.88,PURCHASE 209724
T0000288,A00020,M027,09-Dec-2024,$-175.62,PURCHASE 661916
T0002748,A00045,M001,24-May-2025,-178.35,PURCHASE 895240
T0002877,A00032,M003,07-Aug-2024,-383.28,PURCHASE 775559
T0002824,A00029,M004,08-Apr-2024,-161.89,PURCHASE 217128
T0001742,A00087,M031,08/01/24,"4,774.91",PAYROLL DEP 584469
T0002975,A00012,M006,2025-06-26, -356.93 ,PURCHASE 150085
T0002583,A00007,M016,06-Mar-2024,(252.25),PURCHASE 379193
T0000881,A00075,M011,01/06/2025,-246.30,PURCHASE 689181
T0000049,A00070,M018,02/26/2025, -224.01 ,  PURCHASE 489102  
T0000320,A00088,M023,08-Jul-2024,$-79.84,PURCHASE 906731
T0001465,A00058,M014,08/11/24,-304.09,PURCHASE 376033
T0002491,A00016,M007,05/17/2025,$-172.83,PURCHASE 176729
T0001556,A00040,M002,,$(272.64),PURCHASE 940076
T0002455,A00016,M025,2024-11-18,$-325.75,PURCHASE 755219
T0001569,A00002,M019,12-Jan-2024,(21.27),PURCHASE 482558
T0001726,A00053,M010,2024-05-14,$-185.26,PURCHASE 617396
T0002194,A00011,M011,17-Oct-2024,$-190.01,PURCHASE 915987
T0002740,A00083,M029,28-Dec-2024,-366.50,PURCHASE 201241
T0000350,A00041,M014,16-Jun-2025,-244.32,PURCHASE 675111
T0000547,A00072,M019,07/16/2024,-277.10,  PURCHASE 554691  
T0002148,A00088,M013,16-Apr-2025,-353.87,PURCHASE 639911
T0001058,A00085,M031,2025-06-01,-139.54,PURCHASE 649950
T0000411,A00034,M006,07/27/2024,-351.18,PURCHASE 104326
T0000509,A00087,M002,2024-03-12,$-267.53,PURCHASE 314300
T0000073,A00060,M019,04/19/2025,-290.91,PURCHASE 190025
T0002412,A00015,M031,02/23/24," 4,630.70 ",PAYROLL DEP 953934
T0001192,A00059,M009,09/09/2024,(140.17),PURCHASE 854121
T0002378,A00087,M003,05/22/25,(118.73),PURCHASE 210290
T0000217,A00041,,11/19/2024, $-218.38 ,PURCHASE 960959
T0000642,A00071,M028,01/29/2025,$-261.74,PURCHASE 705282
T0002513,A00058,M026,07-May-2024,$(155.34),PURCHASE 279853
T0000102,A00081,M022,04/15/2024,$-304.40,PURCHASE 594681
T0000544,A00026,M010,06/15/2025,-277.87,PURCHASE 469221
T0002599,A00035,M024,05/26/24,-136.39,PURCHASE 311514
T0001167,A00019,M001,06/04/24,$-66.78,PURCHASE 354969
T0001326,A00028,M031,04-Dec-2024,"3,379.72",PAYROLL DEP 817597
T0001610,A00073,M028,18-Jan-2024,(133.18),PURCHASE 658461
T0000054,A00083,M027,12/11/24,-206.75,PURCHASE 246757
T0001040,A00016,M002,05/19/24,-181.36,  PURCHASE 643115  
T0001321,A00053,M003,2024-07-09, -38.84 ,PURCHASE 821797
T0001836,A00019,M018,2024-01-15,$-44.65,PURCHASE 994442
T0002716,A00025,M013,2024-11-27,-3.84,  PURCHASE 265470  
T0000913,A00009,M030,2024-06-11, (365.23) ,  PURCHASE 831159  
T0000836,A00011,M026,2024-02-10,$-186.58,PURCHASE 880545
T0002477,A00074,M025,11/27/24,(18.76),PURCHASE 754140
T0000866,A00049,M004,08/16/24,$-51.07,PURCHASE 368958
T0000293,A00026,M022,15-Apr-2024,-313.90,PURCHASE 400487
T0002598,A00043,M027,2024-02-24, -96.44 ,PURCHASE 194032
T0002656,A00054,M029,2024-09-05,-4.84,  PURCHASE 334108  
T0001339,A00051,M002,,-5.24,PURCHASE 201042
T0000365,A00028,M001,12/26/2024,-60.11,PURCHASE 328459
T0000841,A00019,M018,06/02/25, (126.52) ,PURCHASE 846235
T0001514,A00019,M031,2024-12-08,"$3,345.03",PAYROLL DEP 889471
T0000728,A00012,M023,2024-08-29,-204.41,PURCHASE 181269
T0002739,A00049,,24-Nov-2024,$-74.79,PURCHASE 372332
T0001791,A00051,M009,06/19/24,-371.20,PURCHASE 921597
T0001537,A00011,M008,04/07/25,-218.91,PURCHASE 342033
T0002842,A00034,M003,21-Nov-2024,-11.96,PURCHASE 498517
T0000128,A00037,M018,2024-02-20,-353.22,  PURCHASE 729371  
T0002313,A00077,M007,2024-10-02,-338.91,PURCHASE 444523
T0001528,A00026,M007,04/01/2025,(15.96),PURCHASE 576327
T0000227,A00035,M005,19-Apr-2025,-365.06,PURCHASE 174809
T0002347,A00025,M029,2025-05-17,-24.87,PURCHASE 505595
T0002501,A00045,M024,16-Jan-2025, -183.57 ,PURCHASE 108829
T0001282,A00039,M007,2024-09-25,-411.53,PURCHASE 846660
T0001828,A00024,M028,06-May-2024,$-119.11,  PURCHASE 458639  
T0000542,A00028,M007,2024-05-07,(405.69),  PURCHASE 939398  
T0001448,A00057,M007,06/07/24,-285.24,PURCHASE 226473
T0001369,A00041,M001,05/15/2025,$-95.68,PURCHASE 351286
T0001301,A00074,M015,09/21/2024, -121.88 ,  PURCHASE 977418  
T0000004,A00090,M029,02/13/25,(401.85),  PURCHASE 379676  
T0001645,A00004,M031,08/09/2024,-333.60,PURCHASE 166632
T0000756,A00037,M013,27-Apr-2025,-294.39,PURCHASE 200479
T0001400,A00088,M031,2024-03-18,"3,441.25",PAYROLL DEP 670410
T0001388,A00015,M022,09/09/24,-258.81,PURCHASE 129541
T0000267,A00076,M003,06-Feb-2025,-307.36,PURCHASE 700727
T0002792,A00080,M010,04/05/24,-205.12,PURCHASE 652760
T0002886,A00088,M019,01/03/24,-154.84,PURCHASE 840434
T0002791,A00088,M003,13-Mar-2025,$-115.46,PURCHASE 699932
T0001529,A00093,M021,02/28/2025,-365.84,PURCHASE 991980
T0002496,A00090,M005,15-Mar-2025,$-124.13,  PURCHASE 345226  
T0002707,A00016,M030,2025-03-26,-300.69,PURCHASE 827962
T0003139,A00014,M007,02/08/24,-318.79,PURCHASE 955930
T0002092,A00035,M020,06-Apr-2025,$-290.72,PURCHASE 544471
T0002209,A00067,M028,2024-02-29,-312.91,PURCHASE 564835
T0001730,A00064,M031,04-Jun-2024,"5,027.10",PAYROLL DEP 232645
T0000939,A00012,M002,2024-06-29,-129.05,  PURCHASE 947688  
T0000286,A00055,M031,05-Aug-2024,"2,484.04",PAYROLL DEP 106429
T0001718,A00006,M002,11/15/2024,-15.06,PURCHASE 664001
T0001362,A00004,M016,2024-09-21,-378.62,PURCHASE 558304
T0000280,A00005,M022,08/31/2024,(201.37),  PURCHASE 749871  
T0002193,A00090,M017,2024-10-12, -255.72 ,  PURCHASE 113379  
T0002896,A00004,M024,07/02/2024,(99.89),PURCHASE 616061
T0002548,A00086,M002,2024-03-22,-79.56,PURCHASE 291818
T0002944,A00064,M023,10/13/2024,-106.62,PURCHASE 405246
T0002068,A00025,M004,01/31/24,-366.29,PURCHASE 504233
T0002721,A00050,M021,2025-06-08,-21.68,PURCHASE 934183
T0002352,A00083,M009,06-Jun-2025,$-193.12,PURCHASE 197190
T0002807,A00038,M031,08/10/24,-157.69,PURCHASE 993444
T0000780,A00046,M016,2025-02-20,$-362.52,PURCHASE 914320
T0002230,A00005,M010,04/09/24,-384.68,PURCHASE 399435
T0000752,A00039,M023,2025-04-12,$-184.38,PURCHASE 811517
T0001516,A00002,M006,05/18/24,-178.40,PURCHASE 116928
T0000512,A00042,M006,06/05/2024,-110.29,PURCHASE 243294
T0002358,A00032,M029,05/10/25, -312.42 ,PURCHASE 246731
T0000551,A00058,M031,22-Sep-2024,"3,546.12",PAYROLL DEP 860657
T0000201,A00022,M019,05/05/2025,$(70.24),  PURCHASE 760120  
T0002584,A00008,M011,04/20/24, (3.93) ,PURCHASE 155263
T0003115,A00030,M008,2024-08-18,(237.36),PURCHASE 521368
T0000345,A00070,M022,2025-06-11, -154.78 ,PURCHASE 779658
T0000717,A00083,M031,08/28/24,"2,710.94",PAYROLL DEP 807777
T0001543,A00058,M031,2025-02-16,"1,815.02",PAYROLL DEP 518272
T0001291,A00063,M003,06/19/25,$-71.79,PURCHASE 238256
T0003086,A00034,M006,08/21/2024, -405.21 ,  PURCHASE 819363  
T0002977,A00065,M015,29-Nov-2024,(71.30),PURCHASE 176510
T0000584,A00035,M011,12/31/2024,-52.35,PURCHASE 656249
T0000935,A00083,M013,2025-05-17,-19.13,PURCHASE 859461
T0001396,A00056,M024,2025-04-26,$-152.76,PURCHASE 114600
T0002083,A00077,M021,2025-06-08,$-46.75,PURCHASE 354502
T0000611,A00007,M004,05/26/25,-333.27,PURCHASE 998909
T0001692,A00091,M026,01-Oct-2024,-51.30,PURCHASE 131144
T0002096,A00066,M010,28-Jan-2024,-121.13,PURCHASE 439572
T0002517,A00074,M028,07/07/2024, -246.64 ,  PURCHASE 104099  
T0001666,A00079,M017,08/17/2024,-37.74,PURCHASE 356736
T0003201,A99999,M005,05-Aug-2024,-41.29,PURCHASE ORPHAN
T0000893,A00043,M017,2024-03-03,$(5.63),PURCHASE 833968
T0001142,A00025,M006,05/21/2025,-252.81,  PURCHASE 123467  
T0000144,A00008,M009,05/08/2025,-270.13,PURCHASE 257212
T0001820,A00022,M017,12/08/24,-258.55,PURCHASE 398696
T0001790,A00008,M008,03/01/25, $-187.42 ,PURCHASE 598731
T0000863,A00089,M031,10/24/24,"2,617.32",  PAYROLL DEP 489843  
T0002050,A00010,M004,2025-02-11,-203.45,PURCHASE 298792
T0000010,A00040,M010,03/07/2024,-374.69,PURCHASE 633469
T0001995,A00057,M031,2024-09-16," 3,738.19 ",PAYROLL DEP 146999
T0002363,A00036,M013,06/19/2025,$-192.17,PURCHASE 296737
T0003103,A00087,M003,20-Jan-2025,-108.30,PURCHASE 710316
T0000392,A00040,M027,02-Apr-2024,(305.01),PURCHASE 969250
T0002777,A00071,M021,12-Jun-2024,-372.81,PURCHASE 591586
T0001430,A00058,M003,13-Mar-2025,-55.16,PURCHASE 550240
T0002443,A00049,,03/30/25,$-227.10,PURCHASE 425714
T0002202,A00014,M019,06/18/2024,-408.15,PURCHASE 551283
T0000461,A00067,M031,2024-08-27,-154.37,PURCHASE 961010
T0002866,A00045,M013,2024-04-01,$(46.48),PURCHASE 332423
T0000977,A00038,M025,05/06/2024,(206.29),PURCHASE 170557
T0001862,A00009,M029,15-Apr-2025,$-347.37,PURCHASE 598408
T0001657,A00088,M017,27-Jun-2024,$-160.97,PURCHASE 972838
T0001992,A00039,M009,01/07/2025,(397.52),PURCHASE 120158
T0000380,A00064,M016,2024-11-15,-321.59,PURCHASE 689567
T0001433,A00027,M014,03/07/25,$-225.99,PURCHASE 800635
T0002019,A00036,M024,01/12/25,-21.13,PURCHASE 112553
T0002838,A00031,M011,2024-01-05,-98.87,PURCHASE 300686
T0000708,A00035,M009,18-Jun-2024,(205.93),  PURCHASE 211274  
T0002861,A00035,M019,03/24/24,$-21.28,PURCHASE 815411
T0000741,A00057,M016,04/10/2025,$-315.72,PURCHASE 847960
T0000988,A00019,M019,2024-12-04,(37.34),PURCHASE 964226
T0002904,A00084,M031,24-Nov-2024,"5,126.93",PAYROLL DEP 939628
T0002887,A00033,M019,05/15/2025,-148.21,  PURCHASE 174912  
T0002377,A00032,M002,03/09/24,(23.43),PURCHASE 461471
T0001525,A00074,M026,2024-02-25,-366.44,PURCHASE 626382
T0002306,A00034,M016,22-Jan-2024,-184.90,PURCHASE 413555
T0001187,A00022,M012,16-Dec-2024,-293.41,PURCHASE 958784
T0000067,A00005,M005,07/19/2024,-130.04,PURCHASE 450996
T0002326,A00089,M017,11/29/24, -241.57 ,PURCHASE 128062
T0000497,A00043,M024,04/17/25,$(169.53),PURCHASE 802855
T0000698,A00028,M005,02/03/24,$(161.91),PURCHASE 627953
T0000045,A00021,M004,09/03/2024,-250.67,PURCHASE 560285
T0001249,A00061,M021,28-Oct-2024, (389.40) ,PURCHASE 392284
T0001897,A00034,M021,02/22/25,$-26.48,PURCHASE 947069
T0001652,A00090,M026,2024-07-21,-303.86,PURCHASE 155358
T0002942,A00059,M031,03/26/2024,"1,861.24",PAYROLL DEP 932965
T0003177,A00054,M027,26-Mar-2024,-302.11,  PURCHASE 155626  
T0000164,A00077,M022,09/11/24,-285.02,PURCHASE 774652
T0001703,A00007,M010,09/13/24,-216.62,PURCHASE 447072
T0002535,A00007,M031,04-May-2024,"4,449.15",  PAYROLL DEP 260252  
T0000748,A00079,M021,01/07/2025,$-221.11,PURCHASE 263267
T0001714,A00040,M014,04/07/2025,-407.15,  PURCHASE 896567  
T0001932,A00090,M005,01/08/25,(165.56),PURCHASE 535243
T0002714,A00084,M029,02/21/2025,-137.15,PURCHASE 687508
T0001042,A00091,M006,01-Feb-2024,$-318.90,  PURCHASE 203033  
T0001752,A00060,M001,06/04/24,-213.13,PURCHASE 591495
T0002573,A00066,M031,06/10/24,"2,154.83",PAYROLL DEP 239662
T0002958,A00002,M017,08/20/2024,-277.36,PURCHASE 565824
T0000425,A00011,M028,03/18/25, -209.71 ,PURCHASE 638292
T0000480,A00057,M013,03/07/24,-316.30,PURCHASE 492040
T0001770,A00059,M019,2024-12-03,-81.59,PURCHASE 515741
T0002951,A00036,M030,2024-11-19,-32.21,PURCHASE 952177
T0002999,A00077,M003,26-Mar-2025,-121.31,PURCHASE 244205
T0002319,A00070,M007,03-Jul-2024,(388.47),  PURCHASE 685552  
T0002252,A00018,M016,18-Mar-2024,-381.23,  PURCHASE 441503  
T0001678,A00070,M022,05/04/25,$-43.10,  PURCHASE 183715  
T0001133,A00023,M003,12/22/24,-129.26,PURCHASE 305869
T0002339,A00052,M031,08/31/24, $-240.97 ,PURCHASE 347677
T0002210,A00011,M015,02/03/2024,$-317.20,PURCHASE 553698
T0002042,A00059,M014,2025-03-26,-5.45,PURCHASE 737036
T0001891,A00031,M013,06-Apr-2025, -291.81 ,PURCHASE 765388
T0000722,A00051,M013,05/06/24, $-276.25 ,  PURCHASE 857190  
T0000232,A00055,M021,21-Mar-2025, $-225.59 ,  PURCHASE 532227  
T0000571,A00025,M015,21-Dec-2024,-265.65,PURCHASE 929303
T0002827,A00090,M006,07-Feb-2024,(162.57),PURCHASE 537667
T0001955,A00072,M007,03/25/25,-354.82,PURCHASE 270076
T0002725,A00038,M015,02-Feb-2024,-96.55,PURCHASE 785263
T0000403,A00045,M023,05/21/2025,$-87.71,PURCHASE 552259
T0002336,A00036,M030,04/30/25,$-140.46,PURCHASE 711394
